Month,Customer ID,Customer,Tier,Industry,Service Type,Tickets,Resolved Tickets,Tickets With Outcome,Breached Tickets,SLA Compliance Pct,P50 Resolution Hours,Avg Target Utilisation
2026-04-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,83,83,83,23,72.29,41.23,0.985
2026-04-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,27,27,27,4,85.19,36.19,0.622
2026-04-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),69,69,69,15,78.26,38.6,0.72
2026-04-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,12,12,12,1,91.67,27.29,0.442
2026-04-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,9,9,9,3,66.67,43.59,0.753
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),18,18,18,1,94.44,17.13,0.429
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,32,32,32,2,93.75,15.24,0.394
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,50,50,50,1,98.0,16.13,0.345
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,23,23,23,2,91.3,25.28,0.607
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,25,25,25,3,88.0,24.16,0.511
2026-04-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,55,55,55,10,81.82,22.43,0.68
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,67,67,67,7,89.55,10.41,0.596
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,21,21,21,1,95.24,8.49,0.472
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Business Voice (SIP),123,123,123,17,86.18,12.88,0.669
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,50,50,50,7,86.0,10.5,0.507
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,31,31,31,4,87.1,10.86,0.571
2026-04-01,CUST-014,Riverbend Polytechnic,Platinum,Education,SD-WAN,169,169,169,35,79.29,13.52,0.687
2026-04-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Business Voice (SIP),90,90,90,5,94.44,8.47,0.44
2026-04-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Cloud,52,52,52,5,90.38,10.25,0.473
2026-04-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Managed Security,18,18,18,3,83.33,9.64,0.62
2026-04-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,SD-WAN,254,254,254,91,64.17,8.73,1.176
2026-04-01,CUST-015,Aurora Pharmacies,Platinum,Healthcare,Dedicated Internet,115,115,115,13,88.7,8.64,0.569
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,MPLS WAN,7,7,7,0,100.0,11.02,0.309
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,Dedicated Internet,43,43,43,4,90.7,24.87,0.452
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,SD-WAN,81,81,81,20,75.31,18.02,0.737
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Cloud,25,25,25,2,92.0,15.37,0.38
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,Managed Security,15,15,15,1,93.33,31.43,0.498
2026-04-01,CUST-016,Redwood Learning Trust,Silver,Education,Business Voice (SIP),15,15,15,0,100.0,9.6,0.268
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,MPLS WAN,27,27,27,3,88.89,17.83,0.501
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,Managed Cloud,8,8,8,1,87.5,12.84,0.401
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,Dedicated Internet,59,59,59,10,83.05,16.96,0.588
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,Business Voice (SIP),47,47,47,5,89.36,17.43,0.517
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,SD-WAN,43,43,43,9,79.07,29.49,0.79
2026-04-01,CUST-017,Coastal Energy,Gold,Energy,Managed Security,15,15,15,0,100.0,4.65,0.217
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Security,42,42,42,0,100.0,12.22,0.277
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,Managed Cloud,13,13,13,0,100.0,15.51,0.344
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,SD-WAN,166,166,166,55,66.87,14.7,0.998
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,MPLS WAN,67,67,67,7,89.55,17.22,0.54
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,Business Voice (SIP),68,68,68,11,83.82,19.64,0.694
2026-04-01,CUST-018,Granite Power Co-op,Gold,Energy,Dedicated Internet,34,34,34,2,94.12,18.83,0.515
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Business Voice (SIP),54,54,54,10,81.48,21.93,0.627
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Dedicated Internet,56,56,56,4,92.86,18.33,0.44
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Cloud,7,7,7,0,100.0,17.09,0.455
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,Managed Security,46,46,46,5,89.13,13.59,0.416
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,MPLS WAN,41,41,41,7,82.93,28.67,0.711
2026-04-01,CUST-019,Stonebridge Regional Authority,Gold,Public Sector,SD-WAN,143,143,143,53,62.94,17.84,1.023
2026-04-01,CUST-020,Orchard Distribution,Silver,Logistics,MPLS WAN,4,4,4,0,100.0,36.81,0.562
2026-04-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Security,12,12,12,0,100.0,27.68,0.359
2026-04-01,CUST-020,Orchard Distribution,Silver,Logistics,Managed Cloud,5,5,5,0,100.0,7.35,0.471
2026-04-01,CUST-020,Orchard Distribution,Silver,Logistics,Business Voice (SIP),31,31,31,4,87.1,41.72,0.643
2026-04-01,CUST-020,Orchard Distribution,Silver,Logistics,Dedicated Internet,35,35,35,4,88.57,31.37,0.558
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Security,41,41,41,4,90.24,18.43,0.462
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,Business Voice (SIP),60,60,60,8,86.67,15.24,0.482
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,Managed Cloud,50,50,50,6,88.0,18.13,0.504
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,Dedicated Internet,66,66,66,7,89.39,19.48,0.56
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,MPLS WAN,18,18,18,5,72.22,19.17,0.7
2026-04-01,CUST-021,Keystone Distribution,Gold,Logistics,SD-WAN,324,324,324,131,59.57,15.89,1.235
2026-04-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Managed Cloud,17,17,17,3,82.35,42.98,1.036
2026-04-01,CUST-022,Ironwood Health Network,Silver,Healthcare,MPLS WAN,9,9,9,2,77.78,43.24,0.681
2026-04-01,CUST-022,Ironwood Health Network,Silver,Healthcare,SD-WAN,72,72,72,28,61.11,26.06,0.953
2026-04-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Business Voice (SIP),15,15,15,3,80.0,27.85,0.524
2026-04-01,CUST-022,Ironwood Health Network,Silver,Healthcare,Dedicated Internet,24,24,24,5,79.17,29.96,0.681
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Cloud,28,28,28,2,92.86,38.44,0.431
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,SD-WAN,39,39,39,9,76.92,58.8,0.715
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,MPLS WAN,17,17,17,3,82.35,65.72,0.651
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,Managed Security,19,19,19,2,89.47,26.6,0.398
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,Dedicated Internet,56,56,56,11,80.36,42.61,0.577
2026-04-01,CUST-023,Silverline Learning Trust,Bronze,Education,Business Voice (SIP),29,29,29,7,75.86,38.71,0.589
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,SD-WAN,23,23,23,6,73.91,34.33,0.796
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,Dedicated Internet,95,95,95,20,78.95,26.41,0.756
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,Managed Security,31,31,31,3,90.32,18.12,0.53
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,MPLS WAN,16,16,16,3,81.25,40.02,1.026
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,Business Voice (SIP),73,73,73,11,84.93,32.47,0.69
2026-04-01,CUST-024,Cascadia Academy,Gold,Education,Managed Cloud,47,47,47,3,93.62,17.36,0.534
2026-04-01,CUST-025,Cedar Marketplaces,Bronze,Retail,SD-WAN,18,18,18,5,72.22,68.53,0.824
2026-04-01,CUST-025,Cedar Marketplaces,Bronze,Retail,MPLS WAN,7,7,7,2,71.43,75.47,0.718
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,MPLS WAN,13,13,13,1,92.31,21.01,0.547
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Cloud,44,44,44,4,90.91,19.06,0.511
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Business Voice (SIP),68,68,68,5,92.65,16.2,0.461
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Managed Security,15,15,15,0,100.0,10.55,0.281
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,Dedicated Internet,72,72,72,12,83.33,26.59,0.606
2026-04-01,CUST-026,Frontier Freight Lines,Gold,Logistics,SD-WAN,66,66,66,18,72.73,31.83,0.699
2026-04-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Cloud,11,11,11,1,90.91,38.92,0.51
2026-04-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Managed Security,18,18,18,3,83.33,84.31,0.747
2026-04-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Business Voice (SIP),9,9,9,3,66.67,31.39,0.843
2026-04-01,CUST-027,Trillium Medical Centres,Bronze,Healthcare,Dedicated Internet,26,26,26,8,69.23,63.47,0.833
2026-04-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Security,8,8,8,1,87.5,39.15,0.438
2026-04-01,CUST-028,Beacon Pipelines,Bronze,Energy,Dedicated Internet,22,22,22,8,63.64,76.53,0.92
2026-04-01,CUST-028,Beacon Pipelines,Bronze,Energy,Managed Cloud,15,15,15,5,66.67,65.8,0.761
2026-04-01,CUST-028,Beacon Pipelines,Bronze,Energy,MPLS WAN,4,4,4,3,25.0,117.36,1.312
2026-04-01,CUST-028,Beacon Pipelines,Bronze,Energy,SD-WAN,37,37,37,28,24.32,63.76,2.184
2026-04-01,CUST-029,Pinecrest Energy,Bronze,Energy,Dedicated Internet,8,8,8,0,100.0,30.1,0.369
2026-04-01,CUST-029,Pinecrest Energy,Bronze,Energy,Business Voice (SIP),9,9,9,0,100.0,65.59,0.513
2026-04-01,CUST-029,Pinecrest Energy,Bronze,Energy,SD-WAN,8,8,8,0,100.0,64.63,0.416
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Security,47,47,47,2,95.74,8.72,0.482
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,Dedicated Internet,73,73,73,8,89.04,7.34,0.534
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,Managed Cloud,42,42,42,1,97.62,6.94,0.422
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,Business Voice (SIP),155,155,155,8,94.84,7.59,0.421
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,MPLS WAN,53,53,53,4,92.45,8.48,0.538
2026-04-01,CUST-030,Summit Retail Group,Platinum,Retail,SD-WAN,146,146,146,13,91.1,11.99,0.62
2026-04-01,CUST-031,Crestview Pipelines,Silver,Energy,Business Voice (SIP),15,15,15,2,86.67,16.05,0.536
2026-04-01,CUST-031,Crestview Pipelines,Silver,Energy,SD-WAN,22,22,22,2,90.91,28.77,0.545
2026-04-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Cloud,14,14,14,0,100.0,12.79,0.314
2026-04-01,CUST-031,Crestview Pipelines,Silver,Energy,Managed Security,1,1,1,0,100.0,52.62,0.438
2026-04-01,CUST-031,Crestview Pipelines,Silver,Energy,Dedicated Internet,10,10,10,0,100.0,16.08,0.443
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,Business Voice (SIP),146,146,146,7,95.21,9.99,0.492
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,MPLS WAN,14,14,14,0,100.0,4.72,0.396
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,SD-WAN,149,149,149,34,77.18,10.77,0.88
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,Dedicated Internet,111,111,111,13,88.29,9.71,0.645
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Security,62,62,62,5,91.94,10.56,0.477
2026-04-01,CUST-032,Meridian Distribution,Platinum,Logistics,Managed Cloud,21,21,21,1,95.24,6.9,0.411
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,SD-WAN,108,108,108,23,78.7,19.27,0.848
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,MPLS WAN,44,44,44,7,84.09,17.15,0.601
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,Dedicated Internet,30,30,30,2,93.33,15.36,0.483
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,Business Voice (SIP),67,67,67,8,88.06,16.85,0.586
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Security,33,33,33,2,93.94,12.53,0.316
2026-04-01,CUST-033,Boreal Retail Group,Gold,Retail,Managed Cloud,27,27,27,4,85.19,10.74,0.417
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Security,36,36,36,2,94.44,6.71,0.428
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,SD-WAN,89,89,89,36,59.55,16.31,1.187
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Managed Cloud,8,8,8,2,75.0,10.73,0.613
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Business Voice (SIP),75,75,75,15,80.0,10.94,0.722
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,Dedicated Internet,69,69,69,8,88.41,10.28,0.76
2026-04-01,CUST-034,Evergreen Stores Ltd.,Platinum,Retail,MPLS WAN,26,26,26,7,73.08,19.84,1.071
2026-04-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Dedicated Internet,91,91,91,8,91.21,19.6,0.502
2026-04-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,SD-WAN,93,93,93,22,76.34,14.35,0.816
2026-04-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,MPLS WAN,26,26,26,0,100.0,20.86,0.434
2026-04-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Business Voice (SIP),59,59,59,2,96.61,12.22,0.403
2026-04-01,CUST-035,Ridgeline Stores Ltd.,Gold,Retail,Managed Security,5,5,5,0,100.0,25.92,0.321
2026-04-01,CUST-036,Highland College,Platinum,Education,MPLS WAN,50,50,50,7,86.0,13.25,0.757
2026-04-01,CUST-036,Highland College,Platinum,Education,Managed Security,21,21,21,2,90.48,5.97,0.516
2026-04-01,CUST-036,Highland College,Platinum,Education,Business Voice (SIP),107,107,107,10,90.65,7.64,0.416
2026-04-01,CUST-036,Highland College,Platinum,Education,Dedicated Internet,95,95,95,9,90.53,11.41,0.685
2026-04-01,CUST-036,Highland College,Platinum,Education,SD-WAN,66,66,66,5,92.42,12.89,0.508
2026-04-01,CUST-036,Highland College,Platinum,Education,Managed Cloud,51,51,51,4,92.16,6.21,0.451
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,MPLS WAN,35,35,35,8,77.14,38.9,0.972
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,SD-WAN,96,96,96,33,65.63,22.49,1.173
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Security,14,14,14,0,100.0,26.11,0.454
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,Business Voice (SIP),56,56,56,11,80.36,24.26,0.728
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,Managed Cloud,30,30,30,5,83.33,17.06,0.596
2026-04-01,CUST-037,Glacier Retail Group,Gold,Retail,Dedicated Internet,108,108,108,20,81.48,29.25,0.639
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,SD-WAN,25,25,25,6,76.0,45.05,0.722
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,Business Voice (SIP),10,10,10,1,90.0,36.81,0.552
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,Dedicated Internet,53,53,53,6,88.68,31.56,0.59
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Cloud,7,7,7,0,100.0,16.39,0.294
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,Managed Security,8,8,8,2,75.0,27.66,0.607
2026-04-01,CUST-038,Harbour Renewables,Silver,Energy,MPLS WAN,39,39,39,3,92.31,36.46,0.575
2026-04-01,CUST-039,Quarry Academy,Silver,Education,Managed Security,16,16,16,1,93.75,22.3,0.442
2026-04-01,CUST-039,Quarry Academy,Silver,Education,MPLS WAN,32,32,32,5,84.38,43.76,0.907
2026-04-01,CUST-039,Quarry Academy,Silver,Education,SD-WAN,154,154,154,43,72.08,23.99,0.853
2026-04-01,CUST-039,Quarry Academy,Silver,Education,Business Voice (SIP),72,72,72,9,87.5,26.34,0.502
2026-04-01,CUST-039,Quarry Academy,Silver,Education,Managed Cloud,13,13,13,0,100.0,33.88,0.378
2026-04-01,CUST-039,Quarry Academy,Silver,Education,Dedicated Internet,71,71,71,5,92.96,23.87,0.457
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Dedicated Internet,61,61,61,2,96.72,17.49,0.437
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Business Voice (SIP),66,66,66,7,89.39,16.97,0.55
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Cloud,22,22,22,2,90.91,17.34,0.459
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,MPLS WAN,5,5,5,0,100.0,37.0,0.542
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,Managed Security,9,9,9,0,100.0,10.63,0.287
2026-04-01,CUST-040,Tundra Fabrication,Gold,Manufacturing,SD-WAN,56,56,56,26,53.57,12.81,1.137
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Business Voice (SIP),23,23,23,2,91.3,30.37,0.487
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,MPLS WAN,12,12,12,2,83.33,46.79,0.714
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Security,7,7,7,0,100.0,12.26,0.233
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Dedicated Internet,36,36,36,2,94.44,29.25,0.41
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,Managed Cloud,9,9,9,1,88.89,37.21,0.525
2026-05-01,CUST-001,Lakeview Health Network,Silver,Healthcare,SD-WAN,6,6,6,1,83.33,36.61,0.622
2026-05-01,CUST-002,Westgate Care Group,Silver,Healthcare,MPLS WAN,2,2,2,0,100.0,22.9,0.286
2026-05-01,CUST-002,Westgate Care Group,Silver,Healthcare,Dedicated Internet,6,6,6,0,100.0,17.07,0.49
2026-05-01,CUST-002,Westgate Care Group,Silver,Healthcare,Managed Cloud,5,5,5,0,100.0,42.49,0.434
2026-05-01,CUST-002,Westgate Care Group,Silver,Healthcare,Business Voice (SIP),5,5,5,1,80.0,50.58,0.61
2026-05-01,CUST-002,Westgate Care Group,Silver,Healthcare,SD-WAN,8,8,8,2,75.0,30.65,0.695
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Cloud,35,35,35,5,85.71,11.88,0.585
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,Managed Security,65,65,65,0,100.0,8.09,0.422
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,SD-WAN,122,122,122,30,75.41,13.85,0.842
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,MPLS WAN,38,38,38,7,81.58,18.03,0.628
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,Dedicated Internet,151,151,151,17,88.74,12.1,0.635
2026-05-01,CUST-003,Juniper Polytechnic,Platinum,Education,Business Voice (SIP),107,107,107,22,79.44,16.88,0.804
2026-05-01,CUST-004,Heritage College,Bronze,Education,SD-WAN,32,32,32,10,68.75,78.62,0.942
2026-05-01,CUST-004,Heritage College,Bronze,Education,Dedicated Internet,33,33,33,5,84.85,48.48,0.674
2026-05-01,CUST-004,Heritage College,Bronze,Education,MPLS WAN,8,8,8,1,87.5,79.47,0.703
2026-05-01,CUST-004,Heritage College,Bronze,Education,Managed Cloud,16,16,16,5,68.75,49.74,0.72
2026-05-01,CUST-004,Heritage College,Bronze,Education,Managed Security,21,21,21,1,95.24,45.39,0.48
2026-05-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Dedicated Internet,11,11,11,1,90.91,30.8,0.442
2026-05-01,CUST-005,Bluewater Health Network,Silver,Healthcare,SD-WAN,25,25,25,4,84.0,33.74,0.651
2026-05-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Business Voice (SIP),44,44,44,10,77.27,23.73,0.673
2026-05-01,CUST-005,Bluewater Health Network,Silver,Healthcare,Managed Security,16,16,16,0,100.0,13.73,0.371
2026-05-01,CUST-006,Northshore Utilities,Silver,Public Sector,Business Voice (SIP),60,60,60,8,86.67,31.39,0.541
2026-05-01,CUST-006,Northshore Utilities,Silver,Public Sector,SD-WAN,28,28,28,6,78.57,41.91,0.69
2026-05-01,CUST-006,Northshore Utilities,Silver,Public Sector,Dedicated Internet,39,39,39,6,84.62,19.97,0.514
2026-05-01,CUST-006,Northshore Utilities,Silver,Public Sector,Managed Security,11,11,11,0,100.0,9.53,0.271
2026-05-01,CUST-006,Northshore Utilities,Silver,Public Sector,MPLS WAN,2,2,2,1,50.0,31.76,0.956
2026-05-01,CUST-007,Ashford Renewables,Bronze,Energy,Dedicated Internet,14,14,14,4,71.43,62.53,0.754
2026-05-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Cloud,10,10,10,0,100.0,27.56,0.344
2026-05-01,CUST-007,Ashford Renewables,Bronze,Energy,Managed Security,17,17,17,2,88.24,33.71,0.533
2026-05-01,CUST-007,Ashford Renewables,Bronze,Energy,Business Voice (SIP),4,4,4,0,100.0,66.04,0.644
2026-05-01,CUST-007,Ashford Renewables,Bronze,Energy,SD-WAN,16,16,16,5,68.75,71.15,0.756
2026-05-01,CUST-008,Maple College,Gold,Education,MPLS WAN,20,20,20,2,90.0,24.43,0.559
2026-05-01,CUST-008,Maple College,Gold,Education,Managed Cloud,27,27,27,1,96.3,15.96,0.316
2026-05-01,CUST-008,Maple College,Gold,Education,Business Voice (SIP),32,32,32,1,96.88,15.21,0.333
2026-05-01,CUST-008,Maple College,Gold,Education,Managed Security,6,6,6,0,100.0,3.33,0.275
2026-05-01,CUST-008,Maple College,Gold,Education,SD-WAN,54,54,54,5,90.74,22.85,0.546
2026-05-01,CUST-008,Maple College,Gold,Education,Dedicated Internet,44,44,44,6,86.36,8.99,0.418
2026-05-01,CUST-009,Dominion Outfitters,Silver,Retail,Dedicated Internet,11,11,11,0,100.0,25.03,0.28
2026-05-01,CUST-009,Dominion Outfitters,Silver,Retail,Business Voice (SIP),39,39,39,3,92.31,31.65,0.506
2026-05-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Security,8,8,8,1,87.5,40.85,0.559
2026-05-01,CUST-009,Dominion Outfitters,Silver,Retail,SD-WAN,13,13,13,2,84.62,36.82,0.714
2026-05-01,CUST-009,Dominion Outfitters,Silver,Retail,Managed Cloud,15,15,15,2,86.67,29.9,0.588
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,MPLS WAN,45,45,45,3,93.33,23.1,0.482
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Business Voice (SIP),36,36,36,4,88.89,16.54,0.427
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Security,13,13,13,0,100.0,23.72,0.42
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Dedicated Internet,39,39,39,5,87.18,16.21,0.57
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,SD-WAN,74,74,74,8,89.19,18.72,0.538
2026-05-01,CUST-010,Lighthouse Manufacturing,Gold,Manufacturing,Managed Cloud,27,27,27,2,92.59,19.52,0.523
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,MPLS WAN,8,8,8,0,100.0,24.6,0.376
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Cloud,27,27,27,1,96.3,13.77,0.356
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,SD-WAN,43,43,43,7,83.72,30.07,0.714
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,Dedicated Internet,45,45,45,5,88.89,36.58,0.548
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,Managed Security,9,9,9,0,100.0,16.12,0.263
2026-05-01,CUST-011,Prairie Health Network,Silver,Healthcare,Business Voice (SIP),11,11,11,1,90.91,32.94,0.59
2026-05-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Dedicated Internet,30,30,30,2,93.33,27.22,0.52
2026-05-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Cloud,8,8,8,1,87.5,37.98,0.592
2026-05-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,SD-WAN,95,95,95,34,64.21,57.37,1.02
2026-05-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Managed Security,8,8,8,0,100.0,19.86,0.424
2026-05-01,CUST-012,Pioneer Freight Lines,Silver,Logistics,Business Voice (SIP),59,59,59,8,86.44,33.14,0.567
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,Dedicated Internet,22,22,22,1,95.45,15.7,0.349
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,Business Voice (SIP),34,34,34,7,79.41,20.39,0.72
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Cloud,46,46,46,5,89.13,12.47,0.459
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,SD-WAN,42,42,42,7,83.33,24.56,0.657
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,MPLS WAN,20,20,20,5,75.0,28.51,0.984
2026-05-01,CUST-013,Nordic School Board,Gold,Public Sector,Managed Security,34,34,34,0,100.0,9.89,0.325
2026-05-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Security,30,30,30,1,96.67,11.62,0.451
2026-05-01,CUST-014,Riverbend Polytechnic,Platinum,Education,MPLS WAN,25,25,25,4,84.0,13.8,0.785
2026-05-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Managed Cloud,53,53,53,10,81.13,10.9,0.572
2026-05-01,CUST-014,Riverbend Polytechnic,Platinum,Education,Dedicated Internet,74,74,74,13,82.43,14.52,0.631
